,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
11835,Fawkner,73 Argyle St,3,h,687000.0,S,YPA,4/03/2017,12.4,3060.0,3.0,1.0,0.0,684.0,,,Moreland,-37.7174,144.9664,Northern Metropolitan,5070.0
11836,Bentleigh East,4 Wingate St,4,h,1472500.0,S,hockingstuart,28/08/2016,13.9,3165.0,4.0,2.0,2.0,592.0,219.0,2013.0,Glen Eira,-37.9351,145.0572,Southern Metropolitan,10969.0
11837,Box Hill,57 Combarton St,6,h,2150500.0,PI,McGrath,24/06/2017,10.9,3128.0,6.0,3.0,3.0,786.0,,,Whitehorse,-37.82616,145.12748,Eastern Metropolitan,4605.0
11838,Northcote,29 Westgarth St,4,h,1700000.0,PI,hockingstuart,7/05/2016,5.5,3070.0,4.0,2.0,1.0,415.0,218.0,1900.0,Darebin,-37.7807,144.9948,Northern Metropolitan,11364.0
11839,Dingley Village,5 Tarnook Ct,4,h,854000.0,S,Ray,15/07/2017,22.2,3172.0,4.0,2.0,2.0,676.0,181.0,1975.0,Kingston,-37.97936,145.13302,South-Eastern Metropolitan,3940.0
11840,Reservoir,2/27 Horton St,2,t,710000.0,S,Raine,15/07/2017,12.0,3073.0,2.0,2.0,1.0,126.0,138.0,2013.0,Darebin,-37.72357,144.98561999999995,Northern Metropolitan,21650.0
11841,Kew,4/76 Studley Park Rd,3,u,882000.0,S,Marshall,4/06/2016,5.6,3101.0,3.0,2.0,2.0,0.0,141.0,1950.0,Boroondara,-37.8064,145.0182,Southern Metropolitan,10331.0
11842,Port Melbourne,40 Nelson St,3,h,1150000.0,S,Marshall,3/12/2016,3.8,3207.0,3.0,2.0,1.0,0.0,134.0,1990.0,Port Phillip,-37.8359,144.9342,Southern Metropolitan,8648.0
11843,Clifton Hill,137 Gold St,2,h,1000000.0,S,Nelson,20/05/2017,3.4,3068.0,2.0,1.0,0.0,193.0,,,Yarra,-37.7936,144.9899,Northern Metropolitan,2954.0
11844,South Yarra,303/3 Clara St,1,u,330000.0,PI,Dingle,30/07/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,2011.0,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887.0
11845,Kew,2/27 Pakington St,2,u,610000.0,SP,Nelson,4/03/2017,5.6,3101.0,2.0,1.0,1.0,745.0,72.0,1968.0,Boroondara,-37.8024,145.0346,Southern Metropolitan,10331.0
11846,Carlton North,51 Davis St,3,h,1400000.0,VB,Jellis,22/07/2017,3.5,3054.0,3.0,2.0,0.0,107.0,,,Yarra,-37.79213,144.97207,Northern Metropolitan,3106.0
11847,South Morang,15 Jenolan Wy,4,h,658500.0,S,HAR,23/09/2017,20.5,3752.0,4.0,2.0,2.0,444.0,187.0,2008.0,,-37.63534,145.09081,Northern Metropolitan,7969.0
11848,Carnegie,14 Morgan St,3,h,1550000.0,VB,hockingstuart,17/06/2017,10.1,3163.0,3.0,2.0,2.0,557.0,200.0,1930.0,Glen Eira,-37.89584,145.04741,Southern Metropolitan,7822.0
11849,Albert Park,115 Page St,4,h,4735000.0,S,Marshall,25/02/2017,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,Port Phillip,-37.8477,144.9558,Southern Metropolitan,3280.0
11850,Keilor East,148 Rachelle Rd,4,h,1160000.0,S,Nelson,26/08/2017,11.7,3033.0,4.0,3.0,4.0,670.0,273.0,1970.0,,-37.73492,144.87231,Western Metropolitan,5629.0
11851,Bentleigh,112 Tucker Rd,4,h,1815000.0,S,Buxton,10/12/2016,13.0,3204.0,4.0,2.0,4.0,902.0,233.0,1950.0,Glen Eira,-37.924,145.0504,Southern Metropolitan,6795.0
11852,Brighton,11 Butler St,5,h,3751000.0,S,Marshall,28/05/2016,11.2,3186.0,3.0,3.0,2.0,584.0,,,Bayside,-37.921,144.9966,Southern Metropolitan,10579.0
11853,Bentleigh,40 Coates St,2,t,680000.0,PI,Bayside,27/11/2016,13.0,3204.0,2.0,1.0,1.0,83.0,107.0,1998.0,Glen Eira,-37.9259,145.0341,Southern Metropolitan,6795.0
11854,Sunshine West,49 Warmington Rd,3,h,451000.0,S,Douglas,30/07/2016,13.5,3020.0,3.0,1.0,6.0,655.0,146.0,1978.0,Brimbank,-37.8022,144.8235,Western Metropolitan,6763.0
11855,Altona North,24 Hansen St,3,h,931000.0,S,hockingstuart,22/08/2016,11.1,3025.0,3.0,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0
11856,Fitzroy North,233/4 Bik La,2,u,700000.0,SP,Woodards,3/09/2016,3.5,3068.0,2.0,2.0,1.0,4332.0,85.0,2010.0,Yarra,-37.7846,144.9785,Northern Metropolitan,6244.0
11857,Glen Iris,15 Howitt St,4,h,3010000.0,S,Kay,24/09/2016,9.2,3146.0,3.0,3.0,2.0,677.0,,1910.0,Boroondara,-37.8476,145.0554,Southern Metropolitan,10412.0
11858,Mentone,5 Napier St,4,h,2025000.0,S,Greg,12/08/2017,20.0,3194.0,4.0,2.0,2.0,408.0,274.0,2010.0,Kingston,-37.98707,145.0609,South-Eastern Metropolitan,6162.0
11859,Niddrie,97 Haldane Rd,3,t,770000.0,S,Frank,7/05/2016,11.2,3042.0,3.0,2.0,1.0,313.0,145.0,2011.0,Moonee Valley,-37.7335,144.8788,Western Metropolitan,2291.0
11860,Bentleigh East,794 North Rd,4,h,1520000.0,S,Buxton,16/09/2017,13.8,3165.0,4.0,2.0,2.0,648.0,,,,-37.90609,145.0551,Southern Metropolitan,10969.0
11861,Croydon Hills,5 Tavistock Ct,3,h,931000.0,S,Hoskins,3/09/2017,23.0,3136.0,3.0,2.0,2.0,899.0,,,,-37.78028,145.26581000000004,Eastern Metropolitan,1705.0
11862,Camberwell,4 Range St,3,h,2000000.0,S,Jellis,12/06/2016,7.8,3124.0,3.0,1.0,2.0,821.0,105.0,1925.0,Boroondara,-37.8459,145.0644,Southern Metropolitan,8920.0
11863,Preston,5 Bischoff St,2,h,900000.0,SP,hockingstuart,25/02/2017,8.8,3072.0,2.0,1.0,1.0,529.0,528.0,,Darebin,-37.7427,144.9868,Northern Metropolitan,14577.0
11864,Brunswick,10 Staley St,3,h,1200000.0,S,Nelson,8/04/2017,5.2,3056.0,3.0,1.0,1.0,318.0,,1927.0,Moreland,-37.7648,144.9633,Northern Metropolitan,11918.0
11865,Elwood,22/29 Dickens St,3,u,780000.0,S,Chisholm,12/11/2016,7.7,3184.0,3.0,1.0,1.0,0.0,100.0,1960.0,Port Phillip,-37.8726,144.9846,Southern Metropolitan,8989.0
11866,Richmond,2 Kimber St,3,h,1285000.0,S,Steveway,22/05/2016,2.6,3121.0,3.0,2.0,1.0,123.0,,,Yarra,-37.8267,145.0122,Northern Metropolitan,14949.0
11867,South Yarra,23/350 Toorak Rd,3,u,1235000.0,S,Jellis,1/07/2017,2.7,3141.0,3.0,2.0,1.0,0.0,120.0,,Stonnington,-37.84024,145.00038999999995,Southern Metropolitan,14887.0
11868,Richmond,22 Garfield St,2,h,990000.0,S,Biggin,10/12/2016,2.6,3121.0,2.0,1.0,1.0,117.0,75.0,1900.0,Yarra,-37.812,144.9939,Northern Metropolitan,14949.0
11869,Footscray,3 Park St,4,h,775000.0,S,Sweeney,8/10/2016,6.4,3011.0,2.0,1.0,2.0,277.0,87.0,1890.0,Maribyrnong,-37.7901,144.8883,Western Metropolitan,7570.0
11870,Pascoe Vale,217 Sussex St,3,h,599000.0,SP,Ray,30/07/2016,9.9,3044.0,3.0,1.0,1.0,534.0,100.0,1950.0,Moreland,-37.7215,144.951,Northern Metropolitan,7485.0
11871,Northcote,92 Beavers Rd,2,h,1325000.0,S,Jellis,16/09/2017,5.3,3070.0,2.0,1.0,,315.0,,,,-37.76603,144.99366,Northern Metropolitan,11364.0
11872,Southbank,512/22 Dorcas St,1,u,422000.0,S,MICM,3/06/2017,0.7,3006.0,1.0,1.0,1.0,63.0,51.0,2010.0,Melbourne,-37.83014,144.96967,Southern Metropolitan,8400.0
11873,Kew East,13 Ramsay Av,3,h,2118000.0,S,Nelson,19/08/2017,7.3,3102.0,3.0,2.0,2.0,664.0,188.0,1930.0,,-37.79639,145.04595,Southern Metropolitan,2671.0
11874,Meadow Heights,1/2 Dakara Cl,3,u,420000.0,S,YPA,22/07/2017,17.4,3048.0,3.0,1.0,1.0,658.0,94.0,1990.0,Hume,-37.64821,144.92526999999995,Northern Metropolitan,4704.0
11875,Yallambie,17 Marigolds Rd,3,h,800000.0,S,Darren,27/11/2016,15.0,3085.0,3.0,2.0,2.0,660.0,,,Banyule,-37.7285,145.0845,Northern Metropolitan,1369.0
11876,Langwarrin,6/30 Warrenwood Pl,2,u,400000.0,SP,Mindacom,17/06/2017,41.0,3910.0,2.0,1.0,1.0,196.0,,2012.0,Frankston,-38.16439,145.1978,Eastern Victoria,8743.0
11877,Templestowe Lower,16 Clauscen St,4,h,1280000.0,PI,Jellis,12/11/2016,13.8,3107.0,4.0,2.0,2.0,681.0,158.0,1970.0,Manningham,-37.7646,145.1167,Eastern Metropolitan,5420.0
11878,Murrumbeena,1d Bute St,3,u,975000.0,S,Woodards,7/05/2016,12.1,3163.0,3.0,2.0,1.0,277.0,109.0,1975.0,Glen Eira,-37.8936,145.0709,Southern Metropolitan,4442.0
11879,Albion,1/141 Anderson Rd,2,u,420000.0,S,Bells,13/05/2017,13.9,3020.0,2.0,1.0,1.0,192.0,88.0,1970.0,Brimbank,-37.7832,144.8275,Western Metropolitan,2185.0
11880,Balwyn North,7 Clifton St,4,h,1400000.0,PI,hockingstuart,8/10/2016,9.2,3104.0,4.0,2.0,2.0,714.0,,,Boroondara,-37.8007,145.1002,Southern Metropolitan,7809.0
11881,Brunswick,28 Osborne St,3,h,855000.0,S,Nelson,8/10/2016,5.2,3056.0,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland,-37.7622,144.9586,Northern Metropolitan,11918.0
11882,Springvale,5 Sullivan St,3,h,770000.0,S,Stockdale,24/06/2017,20.8,3171.0,3.0,1.0,1.0,606.0,,,Greater Dandenong,-37.93861,145.15351,South-Eastern Metropolitan,7412.0
11883,Coburg,10 Jersey St,3,h,862500.0,S,Raine,24/06/2017,6.7,3058.0,3.0,1.0,2.0,490.0,,,Moreland,-37.73533,144.95303,Northern Metropolitan,11204.0
11884,West Footscray,18 Molesworth Ct,3,h,660000.0,S,Sweeney,28/05/2016,8.2,3012.0,3.0,1.0,1.0,321.0,,,Maribyrnong,-37.7943,144.8741,Western Metropolitan,5058.0
11885,Box Hill,19 Kent Rd,3,h,928000.0,S,Lindellas,18/06/2016,13.1,3128.0,3.0,1.0,1.0,307.0,106.0,1890.0,Whitehorse,-37.8247,145.1206,Eastern Metropolitan,4605.0
11886,Windsor,50 Lewisham Rd,3,h,2368000.0,S,Marshall,27/06/2016,5.1,3181.0,3.0,2.0,1.0,322.0,,1970.0,Stonnington,-37.8547,144.9995,Southern Metropolitan,4380.0
11887,Hughesdale,3 Dalston Rd,4,h,1167500.0,S,Buxton,26/07/2016,13.0,3166.0,3.0,2.0,1.0,678.0,184.0,1950.0,Monash,-37.898,145.0815,Southern Metropolitan,3145.0
11888,Heidelberg West,253 Liberty Pde,2,h,501500.0,S,Nelson,8/10/2016,9.4,3081.0,2.0,1.0,2.0,538.0,,,Banyule,-37.7405,145.0365,Eastern Metropolitan,2674.0
11889,Bentleigh,25 Mitchell St,3,h,1448000.0,S,hockingstuart,19/11/2016,13.0,3204.0,3.0,2.0,3.0,568.0,,,Glen Eira,-37.9246,145.0383,Southern Metropolitan,6795.0
11890,Balwyn North,1/37 Aylmer St,3,u,1420000.0,PI,hockingstuart,17/06/2017,9.7,3104.0,3.0,2.0,2.0,0.0,,,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809.0
11891,Brooklyn,6 Millers Rd,2,h,1005000.0,S,hockingstuart,22/04/2017,10.9,3012.0,2.0,1.0,2.0,780.0,156.0,1950.0,Hobsons Bay,-37.8241,144.8419,Western Metropolitan,962.0
11892,Ormond,265 Tucker Rd,3,h,1300000.0,S,Buxton,6/05/2017,11.8,3204.0,3.0,2.0,2.0,670.0,,1927.0,Glen Eira,-37.9067,145.053,Southern Metropolitan,3578.0
11893,Glenroy,34 Glenroy Rd,3,h,805000.0,S,Raine,8/07/2017,11.2,3046.0,3.0,1.0,2.0,676.0,,,Moreland,-37.70691,144.93498,Northern Metropolitan,8870.0
11894,Greensborough,18 Warruga Pl,3,h,1010000.0,S,Buckingham,15/07/2017,16.1,3088.0,3.0,2.0,2.0,582.0,,,Banyule,-37.71325,145.09532,Northern Metropolitan,8524.0
11895,Richmond,36/73 River St,2,u,592000.0,SA,Jellis,9/09/2017,2.4,3121.0,2.0,2.0,1.0,14294.0,77.0,2006.0,,-37.81894000000001,145.01314,Northern Metropolitan,14949.0
11896,Port Melbourne,224 Nott St,3,h,1405000.0,SP,Chisholm,30/07/2016,3.8,3207.0,3.0,2.0,1.0,158.0,,,Melbourne,-37.835,144.9442,Southern Metropolitan,8648.0
11897,Edithvale,9a Ivan Av,2,u,724000.0,S,O'Brien,22/07/2017,27.0,3196.0,2.0,1.0,2.0,224.0,104.0,2000.0,Kingston,-38.0371,145.11717,South-Eastern Metropolitan,2546.0
11898,Ormond,3/10 Ormond Rd,1,u,290000.0,VB,Ray,4/03/2017,11.8,3204.0,1.0,1.0,1.0,0.0,,,Glen Eira,-37.9032,145.0455,Southern Metropolitan,3578.0
11899,Brighton,11a Elm Gr,2,h,1102000.0,S,hockingstuart,12/11/2016,11.2,3186.0,2.0,1.0,2.0,318.0,,,Bayside,-37.9011,145.0011,Southern Metropolitan,10579.0
11900,East Melbourne,402/166 Wellington Pde,1,u,503000.0,S,Biggin,8/04/2017,1.5,3002.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.8161,144.9845,Northern Metropolitan,3040.0
11901,Surrey Hills,18/20 Florence Rd,3,u,736000.0,S,Barry,7/05/2016,11.2,3127.0,3.0,1.0,2.0,195.0,,,Whitehorse,-37.8287,145.1022,Southern Metropolitan,5457.0
11902,Bentleigh,11/27 Patterson Rd,2,u,635000.0,S,hockingstuart,24/09/2016,13.0,3204.0,2.0,1.0,2.0,118.0,,,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795.0
11903,Kensington,112/86 Altona St,2,u,438000.0,S,Pagan,8/07/2017,3.4,3031.0,2.0,1.0,1.0,4267.0,,,Melbourne,-37.79662,144.9254,Northern Metropolitan,5263.0
11904,Hawthorn,23 William St,3,h,1377000.0,S,Jellis,22/08/2016,4.6,3122.0,3.0,1.0,2.0,314.0,,1890.0,Boroondara,-37.8202,145.0404,Southern Metropolitan,11308.0
11905,Fawkner,17 James St,3,h,665000.0,S,hockingstuart,7/11/2016,12.4,3060.0,3.0,1.0,1.0,726.0,,,Moreland,-37.7104,144.9733,Northern Metropolitan,5070.0
11906,Ashburton,29A Yuile St,5,h,3510000.0,S,Jellis,18/03/2017,11.0,3147.0,5.0,5.0,2.0,755.0,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052.0
11907,Glen Iris,2/13 Estella St,2,u,690000.0,S,O'Donoghues,24/09/2016,9.2,3146.0,2.0,1.0,2.0,166.0,,,Boroondara,-37.863,145.0631,Southern Metropolitan,10412.0
11908,Glenroy,55 Fran St,5,h,705000.0,PI,Barry,17/09/2016,13.0,3046.0,5.0,3.0,2.0,612.0,,1970.0,Moreland,-37.7022,144.9054,Northern Metropolitan,8870.0
11909,Fitzroy,190 Gore St,2,h,1440000.0,S,Nelson,17/09/2016,1.6,3065.0,3.0,1.0,0.0,95.0,,,Yarra,-37.8032,144.9825,Northern Metropolitan,5825.0
11910,Coburg,5/39 Service St,2,t,598000.0,S,Nelson,22/08/2016,7.8,3058.0,2.0,1.0,1.0,108.0,100.0,2007.0,Moreland,-37.7379,144.9617,Northern Metropolitan,11204.0
11911,Hampton,5/440 Hampton St,2,u,616000.0,PI,RT,6/08/2016,13.7,3188.0,2.0,1.0,1.0,0.0,104.0,2005.0,Bayside,-37.9373,145.0027,Southern Metropolitan,5454.0
11912,Mill Park,9 Taree Pl,4,h,900000.0,S,Love,16/09/2017,17.9,3082.0,4.0,2.0,2.0,609.0,231.0,2003.0,,-37.65898,145.08245,Northern Metropolitan,10529.0
11913,Elwood,9 Kendall St,3,h,1875000.0,VB,Chisholm,13/05/2017,7.7,3184.0,3.0,2.0,2.0,270.0,,,Port Phillip,-37.8805,144.9933,Southern Metropolitan,8989.0
11914,South Melbourne,5/182 Albert Rd,1,u,480000.0,S,hockingstuart,23/04/2016,2.1,3205.0,1.0,1.0,1.0,0.0,,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943.0
11915,Caulfield South,9 Filbert St,3,h,1470000.0,S,Gary,7/05/2016,9.3,3162.0,3.0,2.0,2.0,296.0,,1910.0,Glen Eira,-37.8906,145.0224,Southern Metropolitan,5051.0
11916,St Albans,63 Lovell Dr,3,h,600000.0,PI,FN,24/06/2017,14.0,3021.0,3.0,1.0,3.0,565.0,,,Brimbank,-37.76454,144.80611000000005,Western Metropolitan,14042.0
11917,Essendon,53 Market St,3,h,1070000.0,VB,Nelson,6/05/2017,8.0,3040.0,3.0,1.0,2.0,363.0,,,Moonee Valley,-37.7445,144.9054,Western Metropolitan,9264.0
11918,Windsor,201/152 Peel St,2,u,560000.0,PI,hockingstuart,29/07/2017,4.6,3181.0,2.0,1.0,1.0,0.0,61.6,2012.0,Stonnington,-37.85581,144.99025,Southern Metropolitan,4380.0
11919,Wheelers Hill,12 Strada Cr,4,h,1245000.0,S,Barry,26/08/2017,16.7,3150.0,4.0,2.0,2.0,652.0,,1981.0,,-37.90562,145.16761,South-Eastern Metropolitan,7392.0
11920,Port Melbourne,98 Heath St,2,h,1400000.0,S,Marshall,25/02/2017,3.8,3207.0,2.0,1.0,1.0,168.0,102.0,1934.0,Port Phillip,-37.8346,144.9453,Southern Metropolitan,8648.0
11921,Camberwell,49 Bellett St,4,h,2513000.0,S,Marshall,13/05/2017,7.8,3124.0,4.0,2.0,3.0,696.0,,,Boroondara,-37.8355,145.0665,Southern Metropolitan,8920.0
11922,Templestowe Lower,271 High St,4,h,1500000.0,SP,Jellis,7/05/2016,13.8,3107.0,4.0,2.0,2.0,420.0,255.0,2013.0,Manningham,-37.767,145.119,Eastern Metropolitan,5420.0
11923,Malvern East,69 Beaver St,4,h,2123000.0,S,Jellis,12/11/2016,11.2,3145.0,4.0,3.0,2.0,412.0,254.0,1930.0,Stonnington,-37.8707,145.0482,Southern Metropolitan,8801.0
11924,Airport West,3/19 Hart St,2,u,515000.0,S,Barry,7/11/2016,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,Moonee Valley,-37.7298,144.8883,Western Metropolitan,3464.0
11925,Ascot Vale,4/225 Maribyrnong Rd,2,t,565000.0,S,Woodards,13/05/2017,5.9,3032.0,2.0,2.0,1.0,103.0,,,Moonee Valley,-37.7715,144.9088,Western Metropolitan,6567.0
11926,Box Hill,15 Davey St,3,h,948000.0,S,Ray,12/11/2016,13.1,3128.0,3.0,1.0,2.0,384.0,108.0,1950.0,Whitehorse,-37.8167,145.1373,Eastern Metropolitan,4605.0
11927,Hampton,344 Hampton St,4,h,1875000.0,PI,Hodges,11/02/2017,13.7,3188.0,4.0,2.0,3.0,685.0,,,Bayside,-37.9412,145.0021,Southern Metropolitan,5454.0
11928,Balwyn North,36 Kenny St,3,h,2251000.0,S,Marshall,3/12/2016,9.2,3104.0,3.0,1.0,2.0,888.0,137.0,1950.0,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809.0
11929,Glen Waverley,76 Callaghan Av,2,u,791000.0,S,McGrath,3/09/2017,16.7,3150.0,2.0,1.0,1.0,310.0,,,,-37.89291,145.15399,Eastern Metropolitan,15321.0
11930,Ferntree Gully,50 Carlisle Rd,5,h,1100000.0,S,Schroeder,17/06/2017,24.8,3156.0,5.0,3.0,2.0,836.0,789.0,2001.0,Knox,-37.8801,145.26011,Eastern Metropolitan,10788.0
11931,Hampton,10 Valerian St,3,h,1560000.0,S,hockingstuart,20/05/2017,13.7,3188.0,3.0,1.0,1.0,611.0,,,Bayside,-37.9449,145.02,Southern Metropolitan,5454.0
11932,Albion,6 Hayden Cr,3,h,613000.0,S,Moonee,29/07/2017,10.5,3020.0,3.0,1.0,2.0,465.0,,,Brimbank,-37.78141,144.82461999999995,Western Metropolitan,2185.0
11933,Sunshine,74 Benjamin St,3,h,794000.0,S,GL,25/02/2017,12.6,3020.0,3.0,1.0,0.0,426.0,,,Brimbank,-37.793,144.8283,Western Metropolitan,3755.0
11934,Murrumbeena,6 Gerald St,4,h,1820000.0,S,Buxton,8/07/2017,10.1,3163.0,4.0,2.0,1.0,632.0,265.0,1915.0,Glen Eira,-37.89465,145.06984,Southern Metropolitan,4442.0
11935,Preston,176 Albert St,3,h,700000.0,S,hockingstuart,8/10/2016,8.8,3072.0,3.0,1.0,2.0,562.0,,,Darebin,-37.7339,145.0247,Northern Metropolitan,14577.0
11936,Preston,38 Wilcox St,4,h,920000.0,PI,Nelson,27/06/2016,8.8,3072.0,3.0,1.0,1.0,396.0,184.0,1920.0,Darebin,-37.7361,145.0093,Northern Metropolitan,14577.0
11937,Yarraville,61 Eirene St,2,h,900000.0,SP,Sweeney,22/07/2017,6.3,3013.0,2.0,1.0,3.0,463.0,123.5,1940.0,Maribyrnong,-37.82333,144.87955,Western Metropolitan,6543.0
11938,Hampton,3/31 Thomas St,2,u,720000.0,S,Buxton,3/09/2016,13.7,3188.0,2.0,1.0,1.0,832.0,,,Bayside,-37.9387,145.0063,Southern Metropolitan,5454.0
11939,Bentleigh East,96 Brady Rd,3,h,1050000.0,S,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,2.0,627.0,140.0,1950.0,Glen Eira,-37.9284,145.0668,Southern Metropolitan,10969.0
11940,Preston,287 Tyler St,3,h,1650000.0,S,hockingstuart,10/12/2016,8.8,3072.0,3.0,1.0,2.0,452.0,129.0,1890.0,Darebin,-37.7307,145.0094,Northern Metropolitan,14577.0
11941,Maidstone,1/165 Mitchell St,3,h,580000.0,PI,LJ,10/12/2016,9.2,3012.0,3.0,1.0,2.0,278.0,,,Maribyrnong,-37.7817,144.8685,Western Metropolitan,3873.0
11942,Doncaster,109A Ayr St,4,t,1202000.0,S,Barry,17/06/2017,12.4,3108.0,4.0,3.0,0.0,403.0,,,Manningham,-37.77744000000001,145.10416,Eastern Metropolitan,9028.0
11943,Coburg North,16 Smith St,3,h,772000.0,S,Nelson,15/10/2016,9.2,3058.0,3.0,1.0,1.0,367.0,,,Moreland,-37.728,144.963,Northern Metropolitan,3445.0
11944,Essendon,141 Rose St,3,h,2390000.0,S,Barry,7/11/2016,8.0,3040.0,3.0,1.0,1.0,669.0,,,Moonee Valley,-37.7534,144.9154,Western Metropolitan,9264.0
11945,Northcote,174 Beaconsfield Pde,4,h,1310000.0,S,Nelson,27/06/2016,5.5,3070.0,4.0,2.0,1.0,355.0,,,Darebin,-37.7636,144.9872,Northern Metropolitan,11364.0
11946,St Kilda,50 Fawkner St,2,h,1250000.0,S,Marshall,22/08/2016,6.1,3182.0,2.0,1.0,4.0,147.0,,,Port Phillip,-37.865,144.9804,Southern Metropolitan,13240.0
11947,Sunshine North,35 Furlong Rd,3,h,591000.0,S,First,22/05/2016,13.3,3020.0,3.0,1.0,2.0,673.0,673.0,1970.0,Brimbank,-37.7623,144.8272,Western Metropolitan,4217.0
11948,Monbulk,21 David St,4,h,720000.0,SP,Fletchers,26/08/2017,34.1,3793.0,4.0,2.0,2.0,1611.0,,,,-37.87931,145.41288,Eastern Victoria,1424.0
11949,Box Hill,2/38 Margaret St,3,t,822500.0,S,Noel,28/05/2016,13.1,3128.0,3.0,2.0,1.0,238.0,130.0,2000.0,Whitehorse,-37.8154,145.1355,Eastern Metropolitan,4605.0
11950,Niddrie,3 Grandview Rd,3,h,845000.0,SP,Brad,26/08/2017,10.4,3042.0,3.0,1.0,1.0,345.0,111.0,1950.0,,-37.73901,144.89154,Western Metropolitan,2291.0
11951,Southbank,9/120 Sturt St,2,u,580000.0,SA,William,13/05/2017,1.2,3006.0,2.0,1.0,1.0,0.0,70.0,1994.0,Melbourne,-37.8248,144.9667,Southern Metropolitan,8400.0
11952,Camberwell,2/3 Tyrone St,2,h,620000.0,VB,Jellis,13/08/2016,7.8,3124.0,2.0,1.0,1.0,122.0,,1960.0,Boroondara,-37.8439,145.0718,Southern Metropolitan,8920.0
11953,Maidstone,12 Bosquet St,3,h,670000.0,S,Sweeney,3/09/2016,9.2,3012.0,3.0,1.0,3.0,564.0,,,Maribyrnong,-37.7832,144.8745,Western Metropolitan,3873.0
11954,Thomastown,15 Charlton Pl,3,h,632500.0,S,Harcourts,24/06/2017,15.3,3074.0,3.0,1.0,2.0,536.0,,,Whittlesea,-37.67669,144.99197,Northern Metropolitan,7955.0
11955,Elwood,5 Tiuna Gr,3,h,3572000.0,S,Marshall,12/11/2016,7.7,3184.0,4.0,2.0,6.0,737.0,207.0,1915.0,Port Phillip,-37.8839,144.9831,Southern Metropolitan,8989.0
11956,Maidstone,67 Ballarat Rd,2,h,646000.0,SP,Jas,13/08/2016,9.2,3012.0,2.0,1.0,2.0,270.0,95.0,1900.0,Maribyrnong,-37.7871,144.8791,Western Metropolitan,3873.0
11957,Sunshine,4/162 Cornwall Rd,2,h,425000.0,S,Barry,14/05/2016,12.6,3020.0,2.0,1.0,1.0,225.0,80.0,2000.0,Brimbank,-37.7795,144.8432,Western Metropolitan,3755.0
11958,Carnegie,9/81 Koornang Rd,2,u,572000.0,S,Ray,22/08/2016,11.4,3163.0,2.0,2.0,1.0,0.0,,2014.0,Glen Eira,-37.8873,145.0572,Southern Metropolitan,7822.0
11959,Moonee Ponds,4 Milverton St,4,h,1833000.0,SP,Jellis,16/04/2016,6.9,3039.0,4.0,1.0,1.0,583.0,,,Moonee Valley,-37.7682,144.9151,Western Metropolitan,6232.0
11960,Altona,219 Civic Pde,3,h,740000.0,S,Greg,28/08/2016,13.8,3018.0,3.0,1.0,2.0,604.0,,,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301.0
11961,Kensington,53 Rankins Rd,2,h,990000.0,SP,Nelson,3/06/2017,3.4,3031.0,2.0,1.0,0.0,165.0,105.7,1930.0,Melbourne,-37.7902,144.93192,Northern Metropolitan,5263.0
11962,Wheelers Hill,3 Jensen Ct,4,h,1157000.0,PI,Barry,12/08/2017,16.7,3150.0,4.0,2.0,2.0,752.0,162.0,1971.0,Monash,-37.91212,145.1793,South-Eastern Metropolitan,7392.0
11963,Keilor East,57 Wonganella Dr,3,h,757000.0,S,Nelson,7/11/2016,12.8,3033.0,3.0,2.0,1.0,532.0,140.0,1960.0,Moonee Valley,-37.7295,144.8644,Western Metropolitan,5629.0
11964,West Footscray,8/21 Hampton Pde,1,u,241000.0,S,Sweeney,11/02/2017,8.2,3012.0,1.0,1.0,1.0,0.0,99.0,,Maribyrnong,-37.8067,144.8678,Western Metropolitan,5058.0
11965,Reservoir,1/40 McComas St,2,u,410000.0,S,Love,7/11/2016,11.2,3073.0,2.0,1.0,1.0,180.0,61.0,2004.0,Darebin,-37.7283,145.0207,Northern Metropolitan,21650.0
11966,Kew,3/32 Wimba Av,2,u,860000.0,VB,Jellis,12/08/2017,5.4,3101.0,2.0,2.0,1.0,0.0,108.0,1950.0,Boroondara,-37.80593,145.05121,Southern Metropolitan,10331.0
